,ds_index,frame_index,class_label,bounding_box,confidence_score
57,0,67,person,"[2503.80419921875, 161.48501586914062, 3414.3037109375, 2113.697021484375]",0.9422169923782348
58,0,68,person,"[2521.31591796875, 155.8282470703125, 3472.064208984375, 2125.84716796875]",0.9401516914367676
59,0,69,person,"[2502.0361328125, 125.7403564453125, 3536.000244140625, 2104.7431640625]",0.937269926071167
60,0,70,person,"[2522.92724609375, 143.56109619140625, 3480.375, 2055.290771484375]",0.9359282851219176
61,0,71,person,"[2537.075927734375, 193.6226806640625, 3531.128173828125, 2104.834716796875]",0.928131639957428
62,0,72,person,"[2439.2158203125, 191.57565307617188, 3657.342041015625, 2114.976806640625]",0.930754780769348
63,0,73,person,"[2153.671875, 209.5887451171875, 3578.9599609375, 2061.34033203125]",0.9415507316589355
64,0,74,person,"[2775.3154296875, 134.42138671875, 3828.5625, 2141.74755859375]",0.9417334794998168
65,0,75,person,"[2410.380859375, 151.98248291015625, 3702.421875, 2135.13671875]",0.940768837928772
66,0,76,person,"[2652.730712890625, 124.39663696289062, 3708.818115234375, 2133.703125]",0.948700487613678
67,0,77,person,"[2184.3876953125, 209.3411865234375, 3571.29296875, 2052.352294921875]",0.9346984028816224
68,0,78,person,"[2590.87158203125, 164.68606567382812, 3560.687255859375, 2136.911865234375]",0.9224545359611512
69,0,79,person,"[2566.7568359375, 194.33724975585938, 3529.5263671875, 2130.6904296875]",0.935479462146759
70,0,80,person,"[2533.705810546875, 248.5660400390625, 3470.4716796875, 2136.87744140625]",0.939310908317566
71,0,81,person,"[2565.482666015625, 270.6280517578125, 3512.871826171875, 2138.61376953125]",0.9401675462722778
72,0,82,person,"[2699.15966796875, 167.90789794921875, 3787.578125, 2140.867431640625]",0.9455828666687012
73,0,83,person,"[2650.349609375, 158.4019775390625, 3640.021728515625, 2137.626708984375]",0.94405859708786
74,0,84,person,"[2704.872802734375, 93.21359252929688, 3760.647216796875, 2134.42578125]",0.9513599872589112
75,0,85,person,"[2343.115234375, 79.75543212890625, 3771.344970703125, 2126.88720703125]",0.9521952867507936
76,0,86,person,"[2740.123046875, 45.06353759765625, 3819.43115234375, 2131.06005859375]",0.9429736733436584
77,0,87,person,"[2475.96923828125, 86.981689453125, 3710.965576171875, 2131.474609375]",0.9448177814483644
78,0,88,person,"[2631.564697265625, 93.76657104492188, 3660.25390625, 2131.74609375]",0.9293635487556458
79,0,89,person,"[2869.35546875, 66.75274658203125, 3839.83349609375, 2134.705810546875]",0.9537820219993592
80,0,91,person,"[2716.747314453125, 81.34991455078125, 3729.66796875, 2132.376708984375]",0.9421358704566956
81,0,91,person,"[2714.28271484375, 78.97000122070312, 3735.4482421875, 2132.779541015625]",0.6546730995178223
82,0,92,person,"[2589.113525390625, 120.45501708984375, 3444.32373046875, 2127.2763671875]",0.944774329662323
83,0,93,person,"[1527.3529052734375, 823.3764038085938, 2402.4765625, 2145.3330078125]",0.6095663905143738
84,0,94,person,"[1267.5970458984375, 390.611083984375, 2386.146240234375, 1651.968017578125]",0.8977538347244263
85,0,95,person,"[1718.86181640625, 2.051239013671875, 3358.64208984375, 1108.7310791015625]",0.8553054332733154
86,0,96,person,"[1414.163818359375, 237.9873046875, 2817.83837890625, 1492.0869140625]",0.912991225719452
87,0,97,person,"[1422.5914306640625, 511.01318359375, 2807.06591796875, 1791.060546875]",0.908237099647522
88,0,100,person,"[1918.4630126953125, 653.7954711914062, 2933.9248046875, 2146.342041015625]",0.9339993000030518
89,0,101,person,"[2432.47412109375, 904.3363037109375, 3837.7216796875, 2139.5986328125]",0.9198551774024964
90,0,102,person,"[3111.3359375, 1321.498291015625, 3839.0048828125, 2139.61865234375]",0.5386731028556824
91,0,104,person,"[1928.827392578125, 522.0157470703125, 3840.0, 2138.338623046875]",0.9240729808807372
92,0,105,person,"[2201.17041015625, 518.9987182617188, 3279.59375, 2143.454833984375]",0.941380739212036
93,0,107,person,"[1934.595458984375, 539.6964721679688, 2784.034423828125, 2140.34619140625]",0.8159245848655701
94,0,108,person,"[1959.8206787109375, 217.59686279296875, 3528.254150390625, 2146.7900390625]",0.862410306930542
95,0,109,person,"[628.5123291015625, 1175.3045654296875, 3602.1201171875, 2150.35546875]",0.5034037232398987
96,0,110,person,"[43.34893798828125, 659.9642944335938, 1562.1046142578125, 2139.850341796875]",0.9036105275154114
97,0,111,person,"[7.5505828857421875, 1011.317138671875, 1198.346435546875, 2146.404052734375]",0.8778138160705566
98,0,112,person,"[1053.3740234375, 749.9412231445312, 2693.298583984375, 2145.93603515625]",0.9006359577178955
99,0,113,person,"[1418.3070068359375, 1183.1390380859375, 2700.0927734375, 2155.4345703125]",0.9177332520484924
100,0,114,person,"[759.0775146484375, 1071.902099609375, 2108.31396484375, 2142.67138671875]",0.8877366781234741
101,0,115,person,"[384.0801086425781, 974.8229370117188, 1484.388671875, 2138.467529296875]",0.9017060995101928
102,0,116,person,"[989.7365112304688, 780.9688110351562, 2220.33740234375, 2145.73681640625]",0.9331050515174866
103,0,117,person,"[483.1200256347656, 1019.5691528320312, 1593.652587890625, 2148.073486328125]",0.9129968881607056
104,0,118,person,"[3.161865234375, 553.676025390625, 2010.716552734375, 2146.06640625]",0.7200404405593872
105,0,119,person,"[22.553192138671875, 266.40069580078125, 2249.22314453125, 2137.6025390625]",0.4975370466709137
106,0,119,person,"[695.2446899414062, 303.68902587890625, 3590.732421875, 2129.880859375]",0.3080213069915771
107,0,120,person,"[838.875732421875, 871.5963134765625, 2390.0283203125, 2148.7568359375]",0.9317689538002014
108,0,121,person,"[432.84979248046875, 906.8699340820312, 1616.500732421875, 2149.35205078125]",0.929781436920166
109,0,122,person,"[1792.4088134765625, 599.2108154296875, 3034.908203125, 2151.528564453125]",0.9102335572242736
110,0,124,person,"[2168.8330078125, 20.47705078125, 3827.68505859375, 2145.3876953125]",0.3727117776870727
111,0,124,person,"[2180.814697265625, 81.17449951171875, 3313.8427734375, 2144.85107421875]",0.3435711860656738
112,0,126,person,"[595.1015625, 211.790771484375, 1990.193115234375, 2134.367431640625]",0.8501655459403992
113,0,127,person,"[1549.132568359375, 837.136962890625, 3008.69677734375, 2144.2568359375]",0.9204732775688172
114,0,128,person,"[1.5538101196289062, 1324.040283203125, 911.35888671875, 2143.74560546875]",0.7813247442245483
115,0,129,person,"[631.9246826171875, 609.5408935546875, 1644.5526123046875, 2145.54443359375]",0.9335231184959412
116,0,130,person,"[1126.2513427734375, 713.2659912109375, 3034.220703125, 2150.562255859375]",0.8924733996391296
117,0,132,person,"[991.8984375, 362.8147888183594, 3373.402587890625, 2135.14990234375]",0.6140798926353455
118,0,134,person,"[1855.7724609375, 795.3929443359375, 3063.587890625, 2143.04248046875]",0.9334890246391296
119,0,135,person,"[844.1555786132812, 757.03955078125, 2743.85009765625, 2146.13134765625]",0.9488036036491394
120,0,136,person,"[1748.45703125, 877.3236083984375, 3043.39404296875, 2141.65771484375]",0.9375227093696594
121,0,137,person,"[996.9027099609375, 301.15521240234375, 3489.841552734375, 2128.71630859375]",0.67884361743927
122,0,137,person,"[1083.990966796875, 188.42147827148438, 3476.7568359375, 2143.23193359375]",0.6387161612510681
123,0,138,person,"[1924.1400146484375, 897.371337890625, 3009.166259765625, 2147.42919921875]",0.9357962608337402
124,0,139,person,"[2097.1845703125, 792.418212890625, 3455.07861328125, 2144.9677734375]",0.9333487153053284
125,0,140,person,"[235.767333984375, 694.7186279296875, 1756.191650390625, 2145.57275390625]",0.9415422081947328
126,0,141,person,"[576.35888671875, 864.2706298828125, 2371.658447265625, 2146.3251953125]",0.9513176679611206
127,0,142,person,"[1141.3775634765625, 909.0910034179688, 2244.85205078125, 2147.392578125]",0.9356155395507812
128,0,146,person,"[22.549163818359375, 1364.035400390625, 825.6051025390625, 2149.5908203125]",0.6479020118713379
129,0,147,person,"[2061.29541015625, 1126.7568359375, 3379.471435546875, 2125.823486328125]",0.7319595217704773
130,0,148,person,"[2397.85546875, 1304.290771484375, 3267.67041015625, 2148.92822265625]",0.2612245380878448
131,0,149,person,"[1420.529296875, 852.8858642578125, 2347.678955078125, 2134.21337890625]",0.4689380228519439
132,0,150,person,"[387.79779052734375, 1178.26171875, 2211.336669921875, 2131.879638671875]",0.3391710817813873
133,0,150,person,"[439.0194396972656, 1182.7799072265625, 2212.77734375, 2133.88671875]",0.2594656944274902
134,0,152,person,"[2.3443450927734375, 764.162353515625, 1439.97412109375, 2149.489501953125]",0.9188175797462464
135,0,153,person,"[329.7581787109375, 733.4994506835938, 1830.8082275390625, 2141.1494140625]",0.9453102946281432
136,0,157,person,"[30.59747314453125, 869.63525390625, 1776.493408203125, 2132.01318359375]",0.7498292922973633
137,0,157,person,"[1.9474411010742188, 1745.632568359375, 441.5041809082031, 2156.9541015625]",0.2654943764209747
138,0,158,person,"[3.754669189453125, 805.5986938476562, 1553.2957763671875, 2151.55029296875]",0.9280078411102296
139,0,159,person,"[745.6236572265625, 809.9844970703125, 2511.915283203125, 2143.59521484375]",0.9299243688583374
140,0,160,person,"[1074.8701171875, 859.5283203125, 2314.5693359375, 2141.761474609375]",0.9425840973854064
141,0,161,person,"[359.6053161621094, 814.3119506835938, 2065.84326171875, 2142.70947265625]",0.9430841207504272
142,0,162,person,"[572.8421020507812, 763.6878662109375, 1991.90087890625, 2142.773193359375]",0.9306638836860656
143,0,163,person,"[1225.849853515625, 813.4781494140625, 2410.76025390625, 2141.2744140625]",0.9356878399848938
144,0,164,person,"[859.3573608398438, 705.8253173828125, 2281.2275390625, 2150.649658203125]",0.9390810132026672
145,0,166,person,"[1521.63623046875, 900.926025390625, 2381.5234375, 2146.9169921875]",0.9305583834648132
146,0,167,person,"[1193.443359375, 894.5480346679688, 2268.37841796875, 2142.8623046875]",0.9405102133750916
147,0,168,person,"[1384.179443359375, 871.7327880859375, 3000.62109375, 2152.56103515625]",0.9271281361579896
148,0,169,person,"[1071.15283203125, 855.2319946289062, 2327.80615234375, 2146.238525390625]",0.9483633041381836
149,0,170,person,"[1173.937744140625, 845.1930541992188, 2148.881103515625, 2143.916259765625]",0.9409309029579164
150,0,171,person,"[1469.55859375, 827.7154541015625, 2362.162109375, 2144.6357421875]",0.9353027939796448
151,0,172,person,"[1220.48828125, 802.2550048828125, 2196.95166015625, 2146.858154296875]",0.9438357353210448
152,0,173,person,"[1358.156494140625, 798.2089233398438, 2365.015380859375, 2143.765625]",0.944710910320282
153,0,174,person,"[1165.923583984375, 793.361572265625, 2194.466796875, 2145.5869140625]",0.942454159259796
154,0,175,person,"[1411.5208740234375, 789.92333984375, 2542.337158203125, 2145.177734375]",0.9431385397911072
155,0,177,person,"[707.9053344726562, 722.2227783203125, 2101.755859375, 2146.09130859375]",0.9357434511184692
156,0,178,person,"[664.4324340820312, 753.321533203125, 2427.740966796875, 2137.50927734375]",0.9587401151657104
157,0,180,person,"[1305.720703125, 221.25238037109375, 2296.91943359375, 2130.1416015625]",0.8709233999252319
158,0,182,person,"[1213.933349609375, 1139.076171875, 2704.552490234375, 2135.92529296875]",0.4734126031398773
159,0,183,person,"[1775.2166748046875, 1327.470703125, 2936.501953125, 2141.81640625]",0.4501105546951294
160,0,184,person,"[152.34576416015625, 817.0289306640625, 2866.117431640625, 2146.00390625]",0.7537372708320618
161,0,185,person,"[706.34619140625, 190.44891357421875, 3149.654296875, 2071.571533203125]",0.6260475516319275
162,0,185,person,"[199.0184326171875, 749.1527709960938, 1822.822265625, 2138.134765625]",0.2778649032115936
163,0,186,person,"[67.81503295898438, 768.4656372070312, 1597.026123046875, 2143.33984375]",0.9326252937316896
164,0,187,person,"[1133.0079345703125, 808.9017333984375, 3840.0, 2138.5498046875]",0.5708345770835876
165,0,187,person,"[1121.621826171875, 562.4276733398438, 3387.65869140625, 2148.81494140625]",0.4130606651306152
166,0,189,person,"[1158.6630859375, 760.8711547851562, 1939.3883056640625, 2134.460693359375]",0.806236743927002
167,0,190,person,"[2205.709716796875, 842.5750732421875, 3746.8671875, 2152.345703125]",0.9331772923469543
168,0,191,person,"[1900.2176513671875, 816.8040161132812, 2771.7548828125, 2146.95166015625]",0.9284706711769104
169,0,192,person,"[927.7410278320312, 674.5299072265625, 1916.366455078125, 2146.7734375]",0.9389792680740356
170,0,193,person,"[2247.1455078125, 320.1101989746094, 3501.564697265625, 2132.080322265625]",0.8725565075874329
171,0,194,person,"[2218.52490234375, 321.27410888671875, 3521.580078125, 2133.28662109375]",0.9157163500785828
172,0,195,person,"[2448.224853515625, 185.39154052734375, 3748.14990234375, 2135.91455078125]",0.9512210488319396
173,0,196,person,"[2544.731689453125, 172.83197021484375, 3838.01513671875, 2133.393310546875]",0.9547718167304992
174,0,197,person,"[2508.57763671875, 276.00421142578125, 3776.5107421875, 2148.5224609375]",0.9530045390129088
175,0,198,person,"[2421.144287109375, 335.9736328125, 3541.3037109375, 2147.643798828125]",0.937443196773529
176,0,200,person,"[3207.14111328125, 8.785308837890625, 3838.67822265625, 2085.8544921875]",0.7693554162979126
177,0,201,person,"[2072.0439453125, 209.61126708984375, 3840.0, 2135.322265625]",0.9554800987243652
178,0,202,person,"[2522.591552734375, 219.542724609375, 3655.121337890625, 2136.865234375]",0.9281435608863832
179,0,203,person,"[2419.05712890625, 128.76150512695312, 3839.33154296875, 2136.627685546875]",0.944994330406189
180,0,205,person,"[1939.99365234375, 389.06707763671875, 3272.365234375, 2135.708984375]",0.9395844340324402
181,0,206,person,"[2510.275634765625, 248.24688720703125, 3656.458740234375, 2137.5615234375]",0.942560851573944
182,0,207,person,"[2426.61669921875, 307.0576171875, 3673.51220703125, 2136.303466796875]",0.9379310607910156
183,0,208,person,"[2754.9462890625, 340.71807861328125, 3784.310302734375, 2148.641357421875]",0.9364537000656128
184,0,209,person,"[2317.71728515625, 306.6009521484375, 3690.263671875, 2139.1904296875]",0.9425396919250488
185,0,210,person,"[2224.327392578125, 308.16302490234375, 3551.99365234375, 2131.85498046875]",0.9289026856422424
186,0,211,person,"[2490.25244140625, 326.234619140625, 3529.3271484375, 2136.501953125]",0.9215167760849
187,0,212,person,"[2461.5185546875, 232.518310546875, 3524.1689453125, 2131.967529296875]",0.9307058453559875
188,0,213,person,"[2463.059326171875, 168.998291015625, 3490.061279296875, 2134.014404296875]",0.938440203666687
189,0,214,person,"[2479.5830078125, 119.8773193359375, 3486.6328125, 2131.173583984375]",0.9429579973220824
190,0,215,person,"[2448.787841796875, 169.8076171875, 3512.334228515625, 2132.8623046875]",0.9334341883659364
191,0,216,person,"[2457.62744140625, 169.06961059570312, 3450.715576171875, 2135.7705078125]",0.9289075136184692
192,0,217,person,"[2389.204833984375, 201.49566650390625, 3491.928955078125, 2123.38232421875]",0.9215279221534728
193,0,218,person,"[2470.900390625, 141.78250122070312, 3544.859619140625, 2130.04345703125]",0.9121299386024476
194,0,219,person,"[2479.552001953125, 149.33953857421875, 3707.044189453125, 2134.61181640625]",0.9455137252807616
195,0,220,person,"[2638.095703125, 188.219970703125, 3572.20849609375, 2134.43212890625]",0.9273846745491028
196,0,221,person,"[2639.5947265625, 182.31866455078125, 3690.224853515625, 2133.87744140625]",0.9343363046646118
197,0,222,person,"[2487.6748046875, 224.90167236328125, 3549.41455078125, 2139.439208984375]",0.937984585762024
198,0,223,person,"[2582.73828125, 185.26318359375, 3491.802734375, 2140.992431640625]",0.9360681176185608
199,0,224,person,"[2512.13671875, 247.7545166015625, 3416.013427734375, 2138.962890625]",0.9248833656311036
200,0,226,person,"[0.0, 10.75140380859375, 748.8211669921875, 1946.920166015625]",0.9405049085617064
201,0,227,person,"[1.037200927734375, 0.0, 594.18896484375, 1620.1666259765625]",0.8973483443260193
202,0,228,person,"[1281.5020751953125, 589.58154296875, 1765.87353515625, 2018.4027099609375]",0.9081518054008484
203,0,229,person,"[805.0826416015625, 213.27520751953125, 2084.304931640625, 2140.19677734375]",0.95416259765625
204,0,231,person,"[310.3369445800781, 313.740234375, 1227.9237060546875, 2143.689453125]",0.9428685307502748
205,0,232,person,"[445.4959716796875, 127.14642333984375, 1378.7933349609375, 2140.881591796875]",0.9459874629974364
206,0,234,person,"[742.5987548828125, 522.7977294921875, 1542.3427734375, 2146.27587890625]",0.9311776757240297
207,0,235,person,"[872.6965942382812, 465.08843994140625, 1600.1357421875, 2150.274169921875]",0.941645324230194
208,0,236,person,"[830.3534545898438, 485.3251647949219, 1786.8057861328125, 2146.26318359375]",0.9313885569572448
209,0,237,person,"[884.45849609375, 477.6343688964844, 1775.245849609375, 2141.18798828125]",0.937396764755249
210,0,238,person,"[868.6124267578125, 472.738037109375, 1767.5965576171875, 2142.476806640625]",0.939389169216156
211,0,239,person,"[880.6165771484375, 520.6724853515625, 1909.449462890625, 2144.5830078125]",0.940637707710266
212,0,240,person,"[1203.5706787109375, 482.184814453125, 2099.51416015625, 2145.617431640625]",0.9255202412605286
213,0,241,person,"[578.5424194335938, 421.37860107421875, 1422.748291015625, 2151.4501953125]",0.9388850331306458
214,0,242,person,"[817.7655029296875, 445.32000732421875, 1628.4290771484375, 2143.54345703125]",0.9398964643478394
215,0,243,person,"[872.9840698242188, 491.17803955078125, 1622.671875, 2145.5849609375]",0.9368324875831604
216,0,244,person,"[3.557373046875, 8.482177734375, 1144.9508056640625, 2140.5810546875]",0.9521183371543884
217,0,245,person,"[39.416290283203125, 257.586181640625, 1288.7109375, 2139.67724609375]",0.94638991355896
218,0,246,person,"[774.73974609375, 451.27587890625, 1481.4290771484375, 2153.90771484375]",0.939320981502533
219,0,247,person,"[1014.8662719726562, 428.9740905761719, 1766.086669921875, 2139.322509765625]",0.9173443913459778
220,0,249,person,"[1102.84765625, 362.570068359375, 1870.47509765625, 2145.522216796875]",0.9465711116790771
221,0,250,person,"[913.3560791015625, 385.1729736328125, 1948.078125, 2143.089599609375]",0.9248505234718324
222,0,252,person,"[0.32427978515625, 979.3515014648438, 1658.616455078125, 1536.6279296875]",0.7155641317367554
223,0,253,person,"[221.13771057128906, 335.13262939453125, 1327.43896484375, 2146.3408203125]",0.9507896900177002
224,0,254,person,"[191.05101013183594, 281.3588562011719, 1215.228515625, 2141.0458984375]",0.9540297389030457
225,0,255,person,"[402.6324462890625, 363.45648193359375, 1296.748291015625, 2139.46728515625]",0.9452175498008728
226,0,256,person,"[1106.746826171875, 270.5362243652344, 2150.523193359375, 2142.715576171875]",0.9230365753173828
227,0,257,person,"[1009.4906616210938, 463.6322937011719, 1826.956787109375, 2141.07470703125]",0.94876366853714
228,0,258,person,"[296.59332275390625, 10.96875, 2539.03515625, 2143.287353515625]",0.9498608708381652
229,0,259,person,"[831.8212280273438, 324.3614501953125, 2346.5810546875, 2137.776123046875]",0.9521069526672364
230,0,260,person,"[3.066375732421875, 3.6221923828125, 1732.875732421875, 2111.857421875]",0.95781010389328
231,0,261,person,"[1.96197509765625, 292.79913330078125, 566.6033935546875, 827.617431640625]",0.5643064975738525
232,0,261,person,"[0.38124847412109375, 294.0000915527344, 575.0611572265625, 828.4879150390625]",0.5376076698303223
233,0,262,person,"[686.2530517578125, 464.1717224121094, 1383.10791015625, 2146.779052734375]",0.9435760378837584
234,0,263,person,"[1201.0982666015625, 465.1502380371094, 2170.97412109375, 2138.726806640625]",0.9433313608169556
235,0,264,person,"[735.798095703125, 11.00885009765625, 2210.540771484375, 2136.193359375]",0.9484499096870422
236,0,267,person,"[1193.2816162109375, 502.3904113769531, 1801.576171875, 2139.64990234375]",0.9290683269500732
237,0,268,person,"[1318.3870849609375, 429.1679992675781, 2530.1318359375, 2139.88671875]",0.950597643852234
238,0,269,person,"[951.7780151367188, 510.8800964355469, 1851.7978515625, 2137.864013671875]",0.9219187498092652
239,0,270,person,"[662.9358520507812, 437.50579833984375, 1406.567626953125, 2151.35400390625]",0.9462409019470216
240,0,271,person,"[497.1258544921875, 463.5537414550781, 1301.79296875, 2146.82861328125]",0.9445210695266724
241,0,272,person,"[420.9088439941406, 337.2586669921875, 1281.131591796875, 2144.712646484375]",0.9558342695236206
242,0,273,person,"[1071.9835205078125, 539.3637084960938, 1829.537353515625, 2144.9404296875]",0.94789057970047
243,0,274,person,"[834.5817260742188, 441.33709716796875, 1322.38916015625, 954.0657348632812]",0.8617448806762695
244,0,275,person,"[1007.373291015625, 517.6700439453125, 1575.9393310546875, 2131.48876953125]",0.9314560294151306
245,0,277,person,"[0.0, 261.58447265625, 1858.61865234375, 2144.11474609375]",0.9594452381134032
246,0,278,person,"[724.6754150390625, 415.651611328125, 1890.11279296875, 2142.82666015625]",0.9373008012771606
247,0,279,person,"[1.3133010864257812, 0.0, 1045.892333984375, 2160.0]",0.861592710018158
248,0,280,person,"[560.336669921875, 451.1507263183594, 1664.77294921875, 2146.810546875]",0.9460791945457458
249,0,281,person,"[1179.53955078125, 373.36724853515625, 1939.844970703125, 2140.4921875]",0.9246688485145568
250,0,283,person,"[170.31436157226562, 395.74053955078125, 1213.914306640625, 2149.46142578125]",0.9506041407585144
251,0,284,person,"[629.357177734375, 450.56085205078125, 1302.876220703125, 2138.14697265625]",0.9328953623771667
252,0,285,person,"[1053.525146484375, 576.154052734375, 1800.2449951171875, 2134.65380859375]",0.9244413375854492
253,0,286,person,"[263.16241455078125, 12.601043701171875, 1623.7327880859375, 2131.095703125]",0.9442484378814696
254,0,286,person,"[2656.8095703125, 159.99853515625, 2983.943359375, 491.86029052734375]",0.3300545811653137
255,0,287,person,"[2.9163436889648438, 804.5216064453125, 636.64453125, 1361.64306640625]",0.5118188261985779
256,0,288,person,"[584.84912109375, 321.5105895996094, 2236.69677734375, 2140.168212890625]",0.9508365392684937
